Gender,Height,Weight
male,68.17244,135.1764
female,70.42742,141.1003
female,67.19885,119.4295
female,68.59893,123.1239
male,68.32595,117.3794
male,65.62714,121.2559
male,70.04301,154.9343
female,68.38119,122.0905
male,67.52926,126.9393
female,68.10619,124.0167
male,65.46141,108.8987
female,67.06246,128.834
male,65.34267,129.1537
female,70.5704,130.5011
female,72.34839,157.8066
female,60.27836,110.1138
male,67.61855,103.0198
male,71.49569,144.1566
male,68.74794,124.4705
female,69.91849,135.1641
male,65.19504,112.8648
female,68.38232,126.0162
male,67.25518,122.1221
female,68.93483,127.7623
male,68.44699,123.1308
female,66.32658,132.9695
female,69.33376,117.9713
female,67.53281,125.2872
male,70.46549,125.7753
male,66.48216,114.7755
male,65.5645,124.9968
female,68.55191,136.3553
male,69.95594,139.5419
female,69.92062,140.3966
male,67.83218,133.3225
female,67.42913,130.3175
male,66.70177,124.9376
female,70.21284,122.9461
female,67.96958,126.7309
female,67.92194,120.0718
male,68.80637,134.3642
male,69.10289,139.7602
male,70.25784,123.1635
female,66.35824,122.6852
male,66.29874,118.2763
female,69.23979,134.1059
male,69.96459,123.4101
female,70.33325,130.2675
male,67.8791,123.0713
female,69.80115,140.0347
female,71.85087,149.4641
female,68.86095,135.3824
male,68.26626,139.32
male,68.22977,132.8191
male,68.87266,134.2836
female,68.69331,119.1176
male,69.50191,124.9842
female,67.13278,126.6367
male,68.07784,112.9545
female,65.60161,132.3679
male,66.25651,108.6773
female,65.57211,117.4159
female,69.01055,100.181
female,64.2501,107.6959
male,70.00883,129.8113
male,67.42102,147.3407
male,65.37725,142.2231
female,66.4546,122.3176
male,66.25961,135.4493
female,64.69471,112.4972
male,70.89926,149.3595
female,67.05572,126.9729
male,66.16531,132.4495
female,67.22303,135.8181
female,69.51503,124.8695
female,65.44081,115.6159
male,66.5001,109.6408
male,66.04055,121.2501
male,67.5518,132.2297
female,69.06258,129.0295
male,65.86704,129.4721
female,66.38913,136.9183
male,67.06884,123.9572
female,65.41938,119.476
male,70.53863,128.5198
female,66.42745,128.774
female,67.52661,121.3385
female,70.4217,123.358
male,69.38026,130.7818
male,66.94303,134.8107
male,66.50907,123.5263
female,67.29972,128.9403
male,69.81584,139.2252
female,67.38016,120.8477
male,67.70214,126.4529
female,69.10227,130.6785
male,67.94031,121.4563
female,68.26271,123.7273
female,67.5991,132.0902
female,70.1651,143.8473
male,68.83927,134.9782
male,68.96635,117.2842
male,67.11342,128.5372
female,67.68551,121.7078
male,66.45664,123.3311
female,66.89404,106.7602
male,69.61824,120.5271
female,74.04804,149.6303
male,69.64822,142.7772
female,68.92365,115.4178
female,67.36277,119.6295
female,68.34878,134.3189
male,66.00426,128.4332
male,69.14864,126.6413
male,68.49425,117.5148
female,68.06637,134.2341
male,72.93887,144.9647
female,66.18115,132.6478
male,67.99965,119.7057
female,66.96461,117.8036
male,67.74233,137.5251
female,67.25235,127.1944
female,68.93064,118.6825
female,67.66692,122.408
male,68.36323,127.859
male,68.5151,124.2807
male,68.59649,126.3488
female,67.89703,117.1268
male,68.54559,123.3066
female,68.57763,130.224
male,65.30062,129.1373
female,69.64468,132.1716
male,68.60546,139.3675
female,66.67257,120.0443
female,67.51525,135.3145
female,69.19989,128.2222
male,69.93288,144.365
male,67.73185,129.3353
male,69.01928,126.148
female,68.85323,122.8646
male,64.28729,107.047
female,72.16006,143.1819
male,67.89779,141.3709
female,69.10375,122.7892
male,65.65523,137.5148
female,68.82547,117.8694
female,68.48097,122.2078
female,66.68648,117.8087
male,66.62504,126.9058
male,64.97433,103.1333
male,61.90725,78.56785
female,66.97721,139.1241
male,66.48817,111.8809
female,66.08182,128.2333
male,67.8436,120.26
female,68.57876,148.3076
male,68.22504,142.7289
female,65.79376,113.9473
female,69.42855,137.6963
female,69.73313,128.2394
male,66.27846,96.95428
male,70.91261,149.4527
male,69.76864,138.425
female,66.6929,123.4958
male,67.84359,138.9076
female,69.76751,123.4689
male,70.53942,148.3832
female,68.88232,134.5561
male,67.76694,132.0017
female,69.68007,115.6036
female,70.30177,114.5099
female,68.39681,131.135
male,68.67559,137.2308
male,67.25836,113.6762
male,68.33766,135.9751
female,68.73641,133.9187
male,69.74424,135.1867
female,66.69188,119.4333
male,62.52876,108.1177
female,65.53571,117.106
male,66.18274,115.6559
female,69.41864,117.3108
female,67.08846,119.7923
female,65.80637,134.2886
male,70.23935,147.1002
male,65.33009,112.1983
male,65.74455,121.3022
female,68.90467,126.1829
male,69.09536,121.7585
female,68.01171,130.9674
male,67.90225,120.5844
female,67.34009,123.8478
male,66.46165,108.9752
female,66.75233,134.2032
female,70.18221,120.1313
female,66.7024,122.7568
male,67.3595,128.4038
male,69.08157,123.6703
male,70.2507,132.496
female,69.6539,138.9897
male,68.02248,139.3765
female,69.56277,127.1687
male,68.46777,137.1892
female,67.83868,124.7676
male,65.61422,107.7261
female,69.45527,139.142
female,66.28291,126.9862
female,67.56837,129.8583
male,70.12988,120.9723
male,68.93421,124.3325
male,68.81879,126.6826
female,65.99333,130.4177
male,66.81007,127.9307
female,67.94457,124.4599
male,71.4938,145.451
female,65.07798,131.2823
male,69.62029,137.4994
female,67.5144,139.3524
female,68.40947,134.8715
female,66.00603,110.5781
male,68.33191,123.6727
male,67.87778,112.5046
male,68.97539,119.726
female,68.35379,130.8928
male,67.18885,139.5173
female,64.66663,125.7713
male,70.8471,141.3167
female,65.85219,123.4676
male,65.77447,117.2936
female,67.52969,133.6229
female,67.40883,137.1679
female,66.12206,126.2247
male,67.61112,133.3822
male,65.59254,128.3061
male,66.38916,121.0049
female,68.18774,121.2644
male,66.10402,112.9015
female,67.64821,122.4457
male,66.43868,125.0148
female,63.50433,117.6413
male,67.40581,140.1673
female,68.88553,144.6597
female,64.19132,109.6336
female,64.87451,124.6717
male,67.55913,128.8533
male,71.62407,143.172
male,67.8134,121.2207
female,67.20623,127.9349
male,67.80392,114.6993
female,67.19869,130.2931
male,67.85377,109.7363
female,66.70262,128.6075
male,72.60211,142.884
female,68.85807,120.9967
female,69.56765,121.9698
female,66.10458,120.3264
male,67.18371,132.8096
male,71.11644,128.7753
male,70.62083,144.7966
female,66.12419,120.1358
male,68.95687,150.6544
female,65.39463,119.9506
male,70.83034,134.1303
female,68.86758,132.4712
male,68.49492,132.0698
female,72.26615,149.0804
female,65.71143,105.5179
female,67.46158,105.7427
male,68.12008,114.3532
male,69.77291,140.5532
male,67.17396,104.8758
female,69.58187,149.3951
male,64.85647,112.4751
female,66.92813,113.5514
male,66.84465,116.7548
female,66.43222,115.7098
male,70.39773,142.9501
female,69.64527,112.6102
female,67.05199,112.1167
female,66.43058,144.3144
male,67.29006,127.7941
male,67.97572,123.5864
male,68.42735,105.5294
female,66.59713,131.487
male,68.31497,130.6901
female,64.94728,106.985
male,68.8079,138.3584
female,71.29561,144.5436
male,66.60855,110.2896
female,71.44829,138.6818
female,69.38522,126.5717
female,69.28534,138.3463
male,67.09518,104.3434
male,66.14266,127.4558
male,65.73548,122.9376
female,68.80922,119.2303
male,66.25755,123.4953
female,67.38101,118.9634
male,65.25753,123.4155
female,67.71714,114.8697
male,65.88163,125.7726
female,65.66446,123.9655
female,66.97416,129.4752
female,68.27905,114.2066
male,66.07261,114.2463
male,67.56389,110.8099
male,67.94376,116.0348
female,64.40307,105.3112
male,69.2191,123.4273
female,67.70481,140.9132
male,65.15201,129.0039
female,67.30379,135.3481
male,66.98384,114.4659
female,68.08508,109.06
female,64.70474,122.3172
female,66.42674,122.363
male,66.91386,125.1168
male,67.22538,114.5379
male,70.21976,134.8329
female,71.3139,132.3451
male,65.53063,116.6307
female,69.46173,134.8631
male,66.22806,118.1414
female,70.16115,124.8956
male,68.41222,135.25
female,69.82319,148.0173
female,67.17432,120.4157
female,69.29115,129.6002
male,67.82581,130.5398
male,66.40623,132.3121
male,67.73226,124.3289
female,69.2642,139.6425
male,69.89742,126.3862
female,69.27103,112.6904
male,70.4306,118.9721
female,64.2193,110.3825
male,66.07677,121.521
female,68.1361,124.7791
female,64.23356,105.3489
female,65.91925,119.0062
male,69.39355,138.3937
male,67.73392,125.8656
male,69.48989,129.9777
female,67.33814,132.0128
male,66.07833,126.8215
female,65.98334,117.0051
male,66.44921,124.4335
female,69.69715,147.0065
male,67.12772,133.4775
female,66.57638,129.6103
female,68.47646,159.4214
female,66.73179,124.7975
male,69.19577,145.742
male,68.83063,124.7159
male,67.66406,123.54
female,65.43432,124.2937
male,66.14658,113.9478
female,67.8811,128.1522
male,68.13498,119.9046
female,67.73894,135.291
male,65.59068,141.912
female,67.95201,133.4959
female,69.19122,135.3263
female,69.51645,140.1555
male,68.74287,121.1786
male,66.52495,123.7826
male,69.12783,145.0336
female,67.94469,126.01
male,66.97412,114.544
female,68.3347,118.5872
male,67.80615,125.4137
female,68.84585,118.6805
male,66.41209,123.1756
female,70.29823,112.5476
female,69.26533,146.1078
female,66.6775,112.6632
male,67.20009,134.6615
male,66.72465,123.5835
male,68.44557,117.5098
female,68.83239,124.6579
male,69.08936,140.3997
female,67.16286,116.5837
male,67.39555,132.9801
female,66.28334,116.9799
male,68.24699,117.2319
female,64.78907,113.6457
female,64.50572,106.108
female,70.29401,136.8676
male,65.22177,110.3999
male,65.86641,123.509
male,66.10418,99.16114
female,68.80487,119.6668
male,69.24299,131.5827
female,66.09521,110.0727
male,71.18037,150.4801
female,68.1098,124.4662
male,68.53379,134.3146
female,63.70189,109.2781
female,66.46061,122.5196
female,68.8741,127.0227
male,66.09188,142.6998
male,65.6822,134.6381
male,68.95243,126.922
female,67.89356,122.4413
male,64.73622,110.5326
female,68.01956,107.7515
male,69.49761,128.5874
female,65.30787,115.544
male,70.31537,115.9457
female,67.79292,120.1893
female,66.2732,114.6297
female,68.62718,152.5129
male,69.24794,125.3082
male,66.17435,127.7298
male,68.1089,100.4395
female,68.11469,101.8313
male,70.97341,139.3387
female,69.87424,132.6157
male,71.52707,147.3411
female,68.44659,129.7181
male,66.41665,144.0879
female,67.10768,120.6801
female,69.32189,138.5631
female,68.39004,118.9528
male,65.45785,129.6689
male,72.09267,137.1995
male,67.60688,133.6038
female,66.92747,122.0855
male,70.1229,116.8609
female,69.09843,127.5529
male,67.41743,122.343
female,69.45134,128.3776
male,66.41985,105.8868
female,65.69863,114.4188
female,65.31739,130.3437
female,64.80359,122.8058
male,68.13705,133.896
male,70.08693,130.9994
male,64.03691,107.6519
female,67.33761,118.6397
male,71.8434,136.2137
female,69.1154,118.8989
male,65.39821,90.24255
female,65.70757,135.8894
male,69.66027,116.0218
female,68.84382,133.186
female,65.39271,101.6976
female,70.31722,134.6496
male,69.19909,136.7189
male,66.2882,100.3062
male,66.12228,119.4939
female,68.15336,121.0773
male,67.44349,122.0805
female,66.41455,112.3032
male,65.35315,103.4902
female,69.30321,137.4465
male,67.12751,150.4042
female,69.30029,139.6598
female,69.11462,123.185
female,69.26369,129.9973
male,66.93177,107.3342
male,70.80801,126.0434
male,66.77406,135.7989
female,65.86587,126.4569
male,66.72211,121.3037
female,64.44234,116.1346
male,69.67413,135.2951
female,64.92037,107.1751
male,67.63239,133.8608
female,68.70454,137.8656
female,68.82445,111.7483
female,68.93421,113.9161
male,70.01339,139.3902
male,71.44878,119.4079
male,66.91364,126.6312
female,68.4292,122.169
male,68.45391,113.4185
female,65.33618,119.0882
male,71.88803,147.8657
female,68.62216,135.2735
male,68.10589,115.1755
female,65.49264,129.8366
female,66.33612,125.7748
female,69.07199,143.9889
male,68.76917,131.4778
male,68.89473,133.2498
male,68.77062,142.0926
female,68.33215,125.3459
male,67.72393,134.167
female,65.49304,103.0317
male,71.06055,138.7811
female,69.50278,120.9324
male,68.61663,125.2735
female,68.54709,133.5241
female,69.26721,157.2972
female,70.14424,119.6536
male,65.9849,140.6229
male,66.281,108.7205
male,65.7289,126.3947
female,70.38391,142.3535
male,67.47381,133.874
female,66.16001,128.3664
male,66.57927,120.7005
female,69.6185,134.1051
male,65.77941,117.2822
female,69.46372,125.2725
female,63.93234,99.99409
female,70.09165,134.6921
male,64.94173,98.26427
male,68.09547,109.3772
male,68.83226,134.4107
female,66.96947,128.823
male,65.08668,124.1525
female,69.08362,131.3282
male,66.0827,116.0096
female,67.05865,110.0584
male,68.9081,108.0602
female,66.81199,119.9277
female,66.52751,118.3217
female,67.59674,125.118
male,68.57752,127.8544
male,65.15613,125.1617
male,69.88332,136.8899
female,67.76589,131.4036
male,69.48716,122.6178
female,68.99586,118.7286
male,71.62687,154.9613
female,68.30079,143.765
male,66.99909,126.4922
female,67.16066,127.2396
female,68.84511,118.3629
female,69.77163,126.8724
male,67.24519,111.6843
male,67.28553,133.6576
male,68.62133,136.9199
female,72.50636,143.4605
male,71.5681,124.3189
female,64.55855,122.9763
male,68.77468,130.5148
female,65.10069,104.1238
male,71.21872,148.4113
female,65.66079,108.9173
female,64.2657,116.527
female,68.88757,107.0324
male,68.44905,146.4124
male,70.33787,155.1755
male,71.22339,140.4949
female,65.94774,133.6787
male,67.91684,128.4836
female,65.97902,129.7483
male,69.27942,146.3625
female,68.53226,126.4504
male,71.2069,123.6671
female,67.2503,125.7628
female,65.30132,131.154
female,69.08772,127.8638
male,66.59265,124.9371
male,66.49666,138.0897
male,70.95412,162.4844
female,65.49834,121.217
male,69.39388,124.5431
female,65.27883,118.9227
male,67.52017,134.0552
female,68.14598,111.6476
male,68.81275,136.0553
female,67.89924,114.0947
female,69.5175,136.6971
female,68.07055,129.4733
male,71.2464,149.7435
male,68.71642,121.0296
male,63.99425,114.3488
female,67.65074,126.7524
male,66.52185,133.1447
female,67.39334,124.7861
male,72.31226,150.9437
female,68.0661,104.7306
male,65.20757,114.5092
female,70.31989,137.4822
female,66.73391,126.6537
female,67.2038,124.1829
male,68.97216,136.0664
male,67.7248,132.6022
male,69.56606,120.6638
female,67.86326,148.5846
male,69.23555,130.78
female,63.85084,121.5242
male,69.77742,142.0076
female,67.25759,133.6365
male,64.55164,116.6069
female,65.91736,127.4018
female,66.34956,137.8456
female,62.92407,121.7441
male,67.15032,127.7838
male,65.46455,131.0676
male,70.09519,142.3265
female,68.66443,146.0821
male,64.54016,110.5523
female,66.50297,122.3483
male,70.7413,140.665
female,67.63475,118.3144
male,65.29548,102.0506
female,67.6782,136.8665
female,68.11521,131.2592
female,66.43231,109.4461
male,67.45289,135.255
male,67.88061,127.982
male,65.27546,127.3989
female,71.80443,142.3012
male,68.32755,119.5403
female,68.86515,115.9509
male,67.11834,110.0601
female,66.53695,122.495
male,67.1505,110.2815
female,68.68724,130.5799
female,68.22897,136.0111
female,65.42104,132.8507
male,67.63027,126.2376
male,66.9449,129.0043
male,67.98826,127.4057
female,69.67882,139.1821
male,66.46151,120.111
female,66.54514,126.768
male,69.65715,133.1626
female,67.36842,114.6626
male,67.21698,125.2345
female,69.12349,135.3012
female,67.93756,115.0436
female,68.46766,116.7778
male,70.4462,111.9601
male,67.64692,125.7248
male,67.07315,140.2758
female,65.37352,99.56696
male,65.3428,116.0859
female,69.51448,131.435
male,69.33945,126.1415
female,66.86743,124.1513
male,65.10865,126.4611
female,72.1849,144.6639
female,69.02571,141.4309
female,65.04762,112.8743
male,69.27824,148.6852
male,69.11397,136.755
male,65.39362,126.2681
female,64.92242,103.2442
male,68.01742,124.8878
female,66.84525,117.8475
male,66.5209,115.0964
female,67.07104,124.4466
male,66.20762,123.8278
female,68.65422,131.0723
female,67.81484,130.5051
female,67.97735,137.2246
male,64.20041,105.6563
male,71.04071,127.05
male,71.69734,131.2912
female,67.752,115.235
male,69.64704,149.9833
female,69.3531,128.1011
male,68.69464,136.1453
female,67.23085,122.6459
male,69.33763,124.0222
female,65.86675,128.6403
female,68.70414,130.2447
female,68.64444,118.1935
male,68.6705,118.7838
male,66.83271,134.949
male,68.69297,143.3212
female,66.51348,117.2734
male,68.28119,132.4379
female,69.39405,123.72
male,67.3979,129.8379
female,72.86535,125.1006
male,67.52936,138.9031
female,64.60023,106.0584
female,69.98289,134.2094
female,70.333,127.7615
male,64.3196,115.4439
male,67.49125,113.672
male,67.80629,118.8678
female,65.30266,104.9205
male,70.81212,133.9088
female,68.19915,117.0917
male,69.13698,140.5356
female,66.59934,144.2746
male,70.58075,131.9826
female,66.90518,105.7686
female,66.74813,115.058
female,66.83292,119.15
male,69.35713,151.3173
male,68.63272,128.2595
male,69.12693,125.7313
female,67.0631,128.2475
male,67.46642,124.2242
female,66.60284,131.8328
male,70.1147,135.0549
female,70.12917,131.9033
male,68.76147,131.2722
female,70.05388,150.4834
female,68.16839,122.3354
female,67.51951,119.7932
male,68.27418,132.6718
male,67.30217,113.9822
male,66.31157,128.2458
female,70.05639,121.4094
male,70.24768,140.4239
female,69.86768,123.2387
male,68.9313,112.5828
female,67.73389,134.9801
male,67.93682,113.7462
female,67.92146,130.6895
female,70.4633,118.4807
female,68.16156,131.5248
male,68.81242,144.2511
male,70.05484,125.4148
male,65.61528,111.0683
female,70.77456,124.4918
male,68.13409,134.5848
female,68.87718,135.3765
male,66.85615,114.1814
female,65.19143,115.6044
male,69.53261,134.0578
female,71.28136,135.9541
female,66.47317,106.9388
female,69.85972,137.5864
male,66.56784,120.5673
male,64.99896,121.0243
male,65.5967,131.1701
female,65.11179,119.3086
male,72.43607,137.4056
female,66.27465,129.0097
male,67.6844,118.539
female,64.94671,129.5048
male,66.09981,117.7368
female,66.84125,114.8767
female,67.23393,127.1033
female,67.9501,110.3671
male,66.34338,130.6015
male,71.54739,152.425
male,71.10011,133.8311
female,66.80152,124.965
male,71.09075,120.9877
female,67.42631,131.6672
male,68.87576,135.248
female,67.6317,118.7798
male,65.61406,138.9284
female,67.09963,113.8329
female,68.15761,119.3325
female,67.06521,104.9855
male,67.00626,138.5947
male,69.21534,133.6759
male,65.49959,119.6168
female,67.12282,131.6157
male,66.27818,129.3183
female,68.05092,129.3991
male,71.21378,150.0079
female,65.8059,128.0218
male,69.01341,127.8369
female,64.38771,103.3323
female,71.28885,132.8358
female,68.01059,136.4326
male,67.40277,131.675
male,65.86277,122.7182
male,70.04407,141.6413
female,64.66349,118.2509
male,66.20468,129.3437
female,72.42652,142.1927
male,68.18756,125.1862
female,65.09832,134.0936
male,64.94607,123.7487
female,68.74582,132.8903
female,67.48779,124.9625
female,65.11114,94.45359
male,68.70291,123.1642
male,64.81203,122.4859
male,68.35035,128.6184
female,72.14415,142.8257
male,68.23639,147.0343
female,66.90007,121.555
male,68.96221,145.2393
female,69.44312,119.8432
male,65.04087,131.9553
female,67.33467,126.2769
female,70.00111,139.7206
female,65.86413,114.5532
male,66.76124,121.4799
male,68.6178,138.031
male,66.49285,129.3542
female,68.45981,119.1174
male,69.6046,125.9209
female,71.62721,151.8017
male,66.56949,100.3424
female,65.36772,115.6658
male,71.5466,134.8652
female,67.9212,121.8751
female,68.53005,127.0172
female,66.29177,125.542
male,70.0892,148.1898
male,66.45724,137.0889
male,66.90417,124.4345
female,71.96531,160.8373
male,65.79737,111.0351
female,71.99473,135.4855
male,67.88118,125.1443
female,67.9713,132.0724
male,66.68833,124.6627
female,69.08259,120.4445
female,67.7725,120.6289
female,67.54727,127.846
male,64.64468,122.7172
male,69.69364,126.2985
male,68.70439,134.8945
female,68.16991,120.5405
male,68.33163,123.6751
female,65.19663,120.1252
male,69.12973,147.2327
female,66.76336,149.5213
male,66.10726,114.3077
female,68.69461,118.3486
female,69.51345,129.3136
female,67.15638,116.1097
male,66.52538,118.2619
male,71.057,150.4875
male,69.19665,124.4735
female,66.76492,120.8445
male,68.09253,121.9168
female,67.35046,129.862
male,68.25237,114.1292
female,67.66866,121.0367
male,66.21079,116.8308
female,70.37472,141.5234
female,67.8132,118.614
female,66.42694,115.2073
male,68.20158,114.2983
male,68.77079,135.0788
male,70.60585,124.6664
female,68.09479,129.3895
male,64.8915,121.5407
female,67.12568,137.1491
male,69.97844,129.5848
female,67.77866,130.9258
male,71.39205,144.5625
female,67.96867,144.8993
female,72.76728,158.5479
female,73.38719,154.6609
male,69.32501,135.3784
male,66.65826,124.0843
male,68.63739,137.5213
female,70.10928,126.2247
male,68.39804,141.12
female,72.29783,123.4305
male,70.62523,136.39
female,71.44332,141.1457
male,70.41386,133.5107
female,64.86518,114.7467
female,68.80394,111.0717
female,69.49145,138.1768
male,66.01854,113.5605
male,70.48654,127.2451
male,66.80862,125.5152
female,70.6607,132.6907
male,66.68431,104.9599
female,65.58814,132.2702
male,66.36507,124.7192
female,67.09404,97.52424
male,66.48373,109.9676
female,68.82707,132.1645
female,64.69002,114.4221
female,69.01948,113.5284
male,69.43111,141.7182
male,70.07435,133.3257
male,66.8212,121.7781
female,68.06909,129.9501
male,69.6444,124.8979
female,64.80698,121.6822
male,67.37179,125.3064
female,67.39488,108.6014
male,68.39465,118.6916
female,68.4231,156.2505
female,69.41607,124.4915
female,66.82138,120.3149
male,65.58027,109.5115
male,71.02776,160.1136
male,67.8096,141.57
female,71.01235,136.6575
male,67.45353,137.7991
female,69.77346,143.6829
male,64.07515,111.1404
female,68.36516,143.9045
male,69.40935,119.8486
female,66.43953,104.0047
female,69.77091,126.6292
female,71.29182,148.3832
male,67.26889,119.2626
male,68.52627,140.521
male,63.95467,100.0358
female,68.27822,114.3188
male,69.01564,129.8548
female,68.33275,131.6805
male,65.91471,111.3135
female,65.5471,119.9587
male,66.88448,124.6394
female,67.50342,116.6803
female,71.35101,148.2762
female,66.5912,128.9648
male,65.14281,105.1575
male,67.26097,128.2402
male,68.77974,134.0494
female,66.92786,125.5997
male,70.20106,154.8632
female,68.1684,109.4807
male,65.9685,121.0642
female,69.2944,139.0479
male,68.18398,115.8062
female,67.3956,138.3648
female,69.32049,127.5045
female,66.66937,120.5405
male,68.62135,145.4409
male,69.82043,135.6144
male,68.00272,139.2716
female,69.35468,129.8923
male,70.19606,147.7932
female,69.94747,138.2673
male,69.48896,117.94
female,70.48888,119.9716
male,65.70003,115.1262
female,69.24694,126.8539
female,67.30239,133.8636
female,69.64951,135.6532
male,65.50558,130.4526
male,72.17516,134.4131
male,67.65538,140.6611
female,69.96429,130.0129
male,66.61309,124.0167
female,67.43982,136.3044
male,63.73814,126.0077
female,68.71436,134.623
male,70.77193,133.9877
female,69.37902,141.4066
female,68.95079,137.57
female,68.90363,131.0382
male,65.21203,116.4051
male,67.31722,117.2372
male,64.38819,124.1841
female,66.35807,119.5823
male,66.38672,131.7982
female,66.6684,143.8648
male,65.19706,95.36862
female,69.42103,117.8366
male,64.06378,123.079
female,68.24753,133.6979
female,68.89321,133.5338
female,70.65875,141.7325
male,66.17187,132.7272
male,69.79746,139.5868
male,69.39866,149.026
female,67.93777,117.9616
male,67.26378,127.81
female,67.44849,139.9993
male,68.57844,127.3023
female,68.18689,116.6239
male,71.21952,142.336
female,69.32096,123.3451
female,65.65913,110.7946
female,70.37,143.1529
male,64.79003,131.5436
male,65.92313,97.29027
male,66.73192,128.011
female,65.40144,111.9967
male,66.71355,121.5899
female,65.52829,120.2156
male,68.39107,127.4346
female,69.32446,131.3958
male,73.19305,144.5579
female,68.08406,116.6268
female,70.00156,122.5793
female,70.67706,117.6249
male,66.43552,134.1497
male,68.10398,133.4111
male,70.03197,126.462
female,64.56491,114.9612
male,68.39336,132.7568
female,68.0955,127.074
male,66.25512,137.4863
female,67.61981,113.9223
male,67.10991,130.6669
female,68.30287,122.2908
female,70.05068,126.1234
female,67.69089,132.2541
male,69.26578,122.9495
male,70.84848,131.7416
male,67.14127,133.1617
female,65.6565,121.3197
male,67.91043,120.8734
female,66.40429,130.1516
male,67.17903,126.7042
female,65.97607,136.9425
male,66.04298,114.3685
female,71.71449,153.2031
female,66.09004,125.3156
female,68.28237,137.1149
male,69.2815,127.2959
male,65.76268,113.9716
male,66.98438,122.2353
female,65.6529,131.5253
male,68.95828,138.3287
female,68.66489,119.6475
male,63.28472,134.2575
female,69.3378,145.5026
male,68.23957,129.4421
female,67.91304,111.7014
female,66.16765,133.5217
female,67.31495,115.6811
male,66.97137,118.4895
male,65.80597,124.801
male,66.79723,118.5487
female,65.12057,115.9726
male,66.84355,123.2907
female,68.38863,110.792
male,68.68709,138.8422
female,71.59953,129.4179
male,68.32022,137.7368
female,68.31,108.7164
female,66.47004,122.2851
female,68.12458,130.3549
male,72.0858,138.3812
male,68.82191,114.476
male,66.5675,113.8546
female,70.19345,131.3116
male,68.39855,142.0522
female,68.23971,132.4932
male,71.56445,137.2813
female,68.85791,137.9349
male,70.46101,133.3018
female,68.19618,119.5517
female,67.34632,123.2255
female,67.57452,119.1006
male,70.49071,137.8164
male,69.00788,133.1503
male,69.18618,120.7711
female,69.27963,134.9563
male,68.30928,132.4946
female,69.85509,112.2776
male,66.99205,154.8623
female,68.83483,132.5996
male,65.51992,111.0786
female,69.3211,128.1426
female,64.91352,132.2049
female,67.44463,136.2209
male,68.36722,135.6455
male,65.47213,83.33859
male,69.36933,134.65
female,69.54885,134.6695
male,65.32827,114.8547
female,67.09904,118.2642
male,66.42256,133.6799
female,71.0263,128.2917
male,69.2985,121.2343
female,66.85983,116.8298
female,65.68344,116.4899
female,68.44039,131.2274
male,66.09236,124.9588
male,66.89796,105.0615
male,67.65639,126.238
female,69.01429,132.3267
male,67.95663,134.3919
female,62.63031,98.87507
male,70.47594,118.9593
female,70.99287,132.9842
male,68.86312,137.4119
female,71.61657,126.9508
female,65.17342,110.3023
female,66.6864,134.4681
male,68.20849,133.9785
male,67.12074,115.4099
male,68.43384,124.156
female,67.80769,139.6569
male,69.55436,126.1296
female,69.626,130.6209
male,66.73544,127.3142
female,66.85735,115.6542
male,68.73859,114.5677
female,67.84689,129.8946
female,67.12274,132.4266
female,65.01406,124.2521
male,67.47471,102.7244
male,67.25719,144.0751
male,67.24826,127.6367
female,66.30738,104.6319
male,67.41475,125.3851
female,66.58363,126.1534
male,65.93812,104.2595
female,69.80661,115.1499
male,68.54967,139.205
female,70.66876,133.3968
female,68.59748,123.4007
female,69.92431,124.9688
male,69.29221,140.663
male,70.8323,114.6896
male,69.47654,150.3265
female,65.12741,109.1273
male,66.52541,100.9191
female,66.75392,109.0707
male,67.60759,132.4966
female,70.49105,131.9175
male,62.95883,122.8187
female,67.16728,126.6304
female,67.37938,115.0117
female,66.73605,120.1152
male,66.50685,120.364
male,66.30539,103.8522
male,69.84097,139.6097
female,68.43171,111.0371
male,70.21848,113.2947
female,67.94852,118.2123
male,67.36696,118.6315
female,69.06908,146.7647
male,64.44615,113.4007
female,65.42316,122.9447
female,66.9796,129.0708
female,69.01274,116.1521
male,67.59833,136.7678
male,65.9525,130.6652
male,67.12379,125.5072
female,70.19532,126.5499
male,69.38455,131.5782
female,69.88289,143.9437
male,66.33476,124.6417
female,69.86933,127.138
male,69.17547,142.2736
female,63.69076,100.3788
female,68.94349,112.6258
female,67.82915,103.9962
male,68.71299,133.2248
male,71.78816,143.102
male,70.80693,142.3487
female,67.04918,116.1558
male,70.7374,143.0558
female,63.99731,102.6267
male,68.44638,132.1454
female,64.8252,117.1635
male,70.32462,131.8657
female,70.20879,163.8728
female,68.04153,137.4699
female,68.99917,129.7717
male,67.06517,120.3846
male,69.51164,124.2078
male,63.43652,126.3691
female,70.20568,136.4101
male,67.06886,127.1024
female,70.71333,141.4736
male,66.53558,133.3857
female,66.33691,123.5988
male,66.76051,131.4503
female,69.23838,126.2803
female,64.43238,92.31443
female,67.65387,114.1495
male,65.28297,121.8429
male,67.29254,122.4833
male,66.67426,108.0738
female,67.18934,126.9589
male,68.86103,148.8058
female,65.91764,136.8749
male,67.48274,137.6678
female,65.86101,123.4096
male,69.58332,131.3107
female,66.48236,121.0822
female,67.12587,130.7108
female,68.03928,118.5115
male,70.60422,133.7741
male,67.35277,134.1125
male,64.96602,124.6932
female,69.73659,126.8534
male,67.85001,116.5084
female,67.11269,137.5854
